Location,Race,TimeFrame,DataFormat,Data
Massachusetts,Non-Hispanic Asian alone,2001,Percent,0.04
Massachusetts,Hispanic or Latino,2001,Percent,0.11
Massachusetts,Non-Hispanic Black alone,2001,Percent,0.07
Massachusetts,Non-Hispanic White alone,2001,Percent,0.75
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Percent,<.5%
Massachusetts,Non-Hispanic Two or More Race Groups,2002,Percent,0.02
Massachusetts,Total less than 18,2002,Percent,1
Massachusetts,Total less than 18,2002,Number,1502652
Massachusetts,Non-Hispanic Two or More Race Groups,2002,Number,30659
Massachusetts,Non-Hispanic Asian alone,2002,Number,66358
Massachusetts,Non-Hispanic Black alone,2002,Number,110050
Massachusetts,Hispanic or Latino,2002,Number,171331
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Number,557
Massachusetts,Non-Hispanic White alone,2002,Number,1120452
Massachusetts,Total less than 18,2001,Number,1505028
Massachusetts,Non-Hispanic Two or More Race Groups,2001,Number,28899
Massachusetts,Non-Hispanic White alone,2001,Number,1133149
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2001,Number,556
Massachusetts,Hispanic or Latino,2001,Number,165937
Massachusetts,Non-Hispanic Black alone,2001,Number,108928
Massachusetts,Non-Hispanic Asian alone,2001,Number,64232
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2001,Number,3327
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2002,Number,3245
Massachusetts,Total less than 18,2003,Percent,1
Massachusetts,Non-Hispanic Two or More Race Groups,2003,Percent,0.02
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2003,Percent,0.74
Massachusetts,Non-Hispanic Asian alone,2003,Percent,0.05
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2003,Percent,<.5%
Massachusetts,Hispanic or Latino,2003,Percent,0.12
Massachusetts,Non-Hispanic Black alone,2003,Percent,0.07
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2002,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2002,Percent,0.04
Massachusetts,Non-Hispanic White alone,2002,Percent,0.75
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2002,Percent,<.5%
Massachusetts,Hispanic or Latino,2002,Percent,0.11
Massachusetts,Non-Hispanic Black alone,2002,Percent,0.07
Massachusetts,Non-Hispanic Two or More Race Groups,2003,Number,32326
Massachusetts,Non-Hispanic White alone,2003,Number,1102879
Massachusetts,Total less than 18,2003,Number,1493372
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2004,Number,3139
Massachusetts,Non-Hispanic Asian alone,2004,Number,69694
Massachusetts,Non-Hispanic Black alone,2004,Number,110019
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2003,Number,3201
Massachusetts,Non-Hispanic Asian alone,2003,Number,68079
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Number,555
Massachusetts,Hispanic or Latino,2003,Number,175810
Massachusetts,Non-Hispanic Black alone,2003,Number,110522
Massachusetts,Non-Hispanic Two or More Race Groups,2004,Percent,0.02
Massachusetts,Non-Hispanic White alone,2004,Percent,0.73
Massachusetts,Total less than 18,2004,Percent,1
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Percent,<.5%
Massachusetts,Hispanic or Latino,2004,Percent,0.12
Massachusetts,Non-Hispanic Black alone,2004,Percent,0.07
Massachusetts,Total less than 18,2004,Number,1479541
Massachusetts,Non-Hispanic Two or More Race Groups,2004,Number,34045
Massachusetts,Non-Hispanic White alone,2004,Number,1082589
Massachusetts,Hispanic or Latino,2004,Number,179506
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Number,549
Massachusetts,Total less than 18,2005,Percent,1
Massachusetts,Non-Hispanic Two or More Race Groups,2005,Percent,0.02
Massachusetts,Non-Hispanic White alone,2005,Percent,0.72
Massachusetts,Non-Hispanic Asian alone,2004,Percent,0.05
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2004,Percent,<.5%
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2005,Percent,<.5%
Massachusetts,Non-Hispanic Black alone,2005,Percent,0.08
Massachusetts,Non-Hispanic Asian alone,2005,Percent,0.05
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Percent,<.5%
Massachusetts,Hispanic or Latino,2005,Percent,0.13
Massachusetts,Non-Hispanic Two or More Race Groups,2006,Percent,0.03
Massachusetts,Total less than 18,2006,Percent,1
Massachusetts,Non-Hispanic White alone,2006,Percent,0.72
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,<.5%
Massachusetts,Hispanic or Latino,2006,Percent,0.13
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2006,Percent,0.05
Massachusetts,Non-Hispanic Black alone,2006,Percent,0.08
Massachusetts,Non-Hispanic White alone,2005,Number,1060610
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Number,558
Massachusetts,Non-Hispanic Two or More Race Groups,2005,Number,35757
Massachusetts,Total less than 18,2005,Number,1464140
Massachusetts,Hispanic or Latino,2005,Number,183071
Massachusetts,Non-Hispanic Asian alone,2005,Number,71121
Massachusetts,Non-Hispanic Black alone,2005,Number,109924
Massachusetts,Total less than 18,2006,Number,1450202
Massachusetts,Non-Hispanic Two or More Race Groups,2006,Number,37706
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Number,567
Massachusetts,Non-Hispanic White alone,2006,Number,1038321
Massachusetts,Non-Hispanic Asian alone,2006,Number,72503
Massachusetts,Non-Hispanic Black alone,2006,Number,110122
Massachusetts,Hispanic or Latino,2006,Number,187968
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2006,Number,3015
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2005,Number,3099
Massachusetts,Non-Hispanic Two or More Race Groups,2007,Percent,0.03
Massachusetts,Non-Hispanic White alone,2007,Percent,0.71
Massachusetts,Total less than 18,2007,Percent,1
Massachusetts,Non-Hispanic Black alone,2007,Percent,0.08
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,<.5%
Massachusetts,Hispanic or Latino,2007,Percent,0.13
Massachusetts,Non-Hispanic Asian alone,2007,Percent,0.05
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,<.5%
Massachusetts,Non-Hispanic Two or More Race Groups,2007,Number,39833
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,566
Massachusetts,Non-Hispanic White alone,2007,Number,1018533
Massachusetts,Total less than 18,2007,Number,1439757
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,2930
Massachusetts,Non-Hispanic Black alone,2007,Number,110427
Massachusetts,Hispanic or Latino,2007,Number,193255
Massachusetts,Non-Hispanic Asian alone,2007,Number,74213
Massachusetts,Total less than 18,2008,Number,1429727
Massachusetts,Non-Hispanic Two or More Race Groups,2008,Number,41979
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Number,572
Massachusetts,Non-Hispanic White alone,2008,Number,997777
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2008,Number,2919
Massachusetts,Non-Hispanic Asian alone,2008,Number,76173
Massachusetts,Non-Hispanic Black alone,2008,Number,110828
Massachusetts,Hispanic or Latino,2008,Number,199479
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2013,Number,2665
Massachusetts,Non-Hispanic Asian alone,2013,Number,87772
Massachusetts,Non-Hispanic Black alone,2013,Number,113937
Massachusetts,Hispanic or Latino,2013,Number,227572
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Number,614
Massachusetts,Non-Hispanic White alone,2013,Number,913391
Massachusetts,Non-Hispanic Two or More Race Groups,2013,Number,50884
Massachusetts,Total less than 18,2013,Number,1396835
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2013,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2013,Percent,0.06
Massachusetts,Non-Hispanic Black alone,2013,Percent,0.08
Massachusetts,Hispanic or Latino,2013,Percent,0.16
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2013,Percent,0.65
Massachusetts,Non-Hispanic Two or More Race Groups,2013,Percent,0.04
Massachusetts,Total less than 18,2013,Percent,1
Massachusetts,Total less than 18,2008,Percent,1
Massachusetts,Non-Hispanic Two or More Race Groups,2008,Percent,0.03
Massachusetts,Non-Hispanic White alone,2008,Percent,0.7
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Percent,<.5%
Massachusetts,Hispanic or Latino,2008,Percent,0.14
Massachusetts,Non-Hispanic Black alone,2008,Percent,0.08
Massachusetts,Non-Hispanic Asian alone,2008,Percent,0.05
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2008,Percent,<.5%
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,2877
Massachusetts,Total less than 18,2009,Number,1422935
Massachusetts,Non-Hispanic Two or More Race Groups,2009,Number,44063
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,554
Massachusetts,Non-Hispanic White alone,2009,Number,979733
Massachusetts,Non-Hispanic Black alone,2009,Number,111063
Massachusetts,Hispanic or Latino,2009,Number,206091
Massachusetts,Non-Hispanic Asian alone,2009,Number,78554
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2010,Percent,0.06
Massachusetts,Non-Hispanic Black alone,2010,Percent,0.08
Massachusetts,Hispanic or Latino,2010,Percent,0.15
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2010,Percent,0.68
Massachusetts,Non-Hispanic Two or More Race Groups,2010,Percent,0.03
Massachusetts,Total less than 18,2010,Percent,1
Massachusetts,Total less than 18,2009,Percent,1
Massachusetts,Non-Hispanic White alone,2009,Percent,0.69
Massachusetts,Non-Hispanic Two or More Race Groups,2009,Percent,0.03
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2009,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2009,Percent,0.06
Massachusetts,Non-Hispanic Black alone,2009,Percent,0.08
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Percent,<.5%
Massachusetts,Hispanic or Latino,2009,Percent,0.14
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,2807
Massachusetts,Non-Hispanic Asian alone,2010,Number,80727
Massachusetts,Non-Hispanic Black alone,2010,Number,110640
Massachusetts,Hispanic or Latino,2010,Number,211795
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,564
Massachusetts,Non-Hispanic White alone,2010,Number,964614
Massachusetts,Non-Hispanic Two or More Race Groups,2010,Number,46015
Massachusetts,Total less than 18,2010,Number,1417162
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2015,Number,2590
Massachusetts,Non-Hispanic Asian alone,2015,Number,92202
Massachusetts,Non-Hispanic Black alone,2015,Number,115262
Massachusetts,Hispanic or Latino,2015,Number,240644
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Number,633
Massachusetts,Non-Hispanic White alone,2015,Number,882910
Massachusetts,Non-Hispanic Two or More Race Groups,2015,Number,52846
Massachusetts,Total less than 18,2015,Number,1387087
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2011,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2011,Percent,0.06
Massachusetts,Non-Hispanic Black alone,2011,Percent,0.08
Massachusetts,Hispanic or Latino,2011,Percent,0.15
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2011,Percent,0.67
Massachusetts,Non-Hispanic Two or More Race Groups,2011,Percent,0.03
Massachusetts,Total less than 18,2011,Percent,1
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2015,Percent,0.07
Massachusetts,Non-Hispanic Black alone,2015,Percent,0.08
Massachusetts,Hispanic or Latino,2015,Percent,0.17
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2015,Percent,0.64
Massachusetts,Non-Hispanic Two or More Race Groups,2015,Percent,0.04
Massachusetts,Total less than 18,2015,Percent,1
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2011,Number,2758
Massachusetts,Non-Hispanic Asian alone,2011,Number,82931
Massachusetts,Non-Hispanic Black alone,2011,Number,111520
Massachusetts,Hispanic or Latino,2011,Number,216458
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Number,567
Massachusetts,Non-Hispanic White alone,2011,Number,947518
Massachusetts,Non-Hispanic Two or More Race Groups,2011,Number,47824
Massachusetts,Total less than 18,2011,Number,1409576
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2012,Number,2712
Massachusetts,Non-Hispanic Asian alone,2012,Number,85221
Massachusetts,Non-Hispanic Black alone,2012,Number,112580
Massachusetts,Hispanic or Latino,2012,Number,221787
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Number,585
Massachusetts,Non-Hispanic White alone,2012,Number,929983
Massachusetts,Non-Hispanic Two or More Race Groups,2012,Number,49249
Massachusetts,Total less than 18,2012,Number,1402117
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2014,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2014,Percent,0.06
Massachusetts,Non-Hispanic Black alone,2014,Percent,0.08
Massachusetts,Hispanic or Latino,2014,Percent,0.17
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2014,Percent,0.64
Massachusetts,Non-Hispanic Two or More Race Groups,2014,Percent,0.04
Massachusetts,Total less than 18,2014,Percent,1
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2012,Percent,<.5%
Massachusetts,Non-Hispanic Asian alone,2012,Percent,0.06
Massachusetts,Non-Hispanic Black alone,2012,Percent,0.08
Massachusetts,Hispanic or Latino,2012,Percent,0.16
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Percent,<.5%
Massachusetts,Non-Hispanic White alone,2012,Percent,0.66
Massachusetts,Non-Hispanic Two or More Race Groups,2012,Percent,0.04
Massachusetts,Total less than 18,2012,Percent,1
Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,2601
Massachusetts,Non-Hispanic Asian alone,2014,Number,89899
Massachusetts,Non-Hispanic Black alone,2014,Number,114841
Massachusetts,Hispanic or Latino,2014,Number,234096
Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,616
Massachusetts,Non-Hispanic White alone,2014,Number,897486
Massachusetts,Non-Hispanic Two or More Race Groups,2014,Number,52095
Massachusetts,Total less than 18,2014,Number,1391634
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,13426
Michigan,Non-Hispanic Asian alone,2014,Number,68546
Michigan,Non-Hispanic Black alone,2014,Number,359668
Michigan,Hispanic or Latino,2014,Number,178099
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,595
Michigan,Non-Hispanic White alone,2014,Number,1507981
Michigan,Non-Hispanic Two or More Race Groups,2014,Number,98422
Michigan,Total less than 18,2014,Number,2226737
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2012,Percent,0.01
Michigan,Non-Hispanic Asian alone,2012,Percent,0.03
Michigan,Non-Hispanic Black alone,2012,Percent,0.16
Michigan,Hispanic or Latino,2012,Percent,0.08
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Percent,<.5%
Michigan,Non-Hispanic White alone,2012,Percent,0.68
Michigan,Non-Hispanic Two or More Race Groups,2012,Percent,0.04
Michigan,Total less than 18,2012,Percent,1
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2014,Percent,0.01
Michigan,Non-Hispanic Asian alone,2014,Percent,0.03
Michigan,Non-Hispanic Black alone,2014,Percent,0.16
Michigan,Hispanic or Latino,2014,Percent,0.08
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Percent,<.5%
Michigan,Non-Hispanic White alone,2014,Percent,0.68
Michigan,Non-Hispanic Two or More Race Groups,2014,Percent,0.04
Michigan,Total less than 18,2014,Percent,1
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2012,Number,13936
Michigan,Non-Hispanic Asian alone,2012,Number,64984
Michigan,Non-Hispanic Black alone,2012,Number,368861
Michigan,Hispanic or Latino,2012,Number,175527
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2012,Number,532
Michigan,Non-Hispanic White alone,2012,Number,1549704
Michigan,Non-Hispanic Two or More Race Groups,2012,Number,96393
Michigan,Total less than 18,2012,Number,2269937
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2011,Number,14299
Michigan,Non-Hispanic Asian alone,2011,Number,63580
Michigan,Non-Hispanic Black alone,2011,Number,376184
Michigan,Hispanic or Latino,2011,Number,173860
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Number,524
Michigan,Non-Hispanic White alone,2011,Number,1576001
Michigan,Non-Hispanic Two or More Race Groups,2011,Number,95673
Michigan,Total less than 18,2011,Number,2300121
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0.01
Michigan,Non-Hispanic Asian alone,2015,Percent,0.03
Michigan,Non-Hispanic Black alone,2015,Percent,0.16
Michigan,Hispanic or Latino,2015,Percent,0.08
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,<.5%
Michigan,Non-Hispanic White alone,2015,Percent,0.67
Michigan,Non-Hispanic Two or More Race Groups,2015,Percent,0.05
Michigan,Total less than 18,2015,Percent,1
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2011,Percent,0.01
Michigan,Non-Hispanic Asian alone,2011,Percent,0.03
Michigan,Non-Hispanic Black alone,2011,Percent,0.16
Michigan,Hispanic or Latino,2011,Percent,0.08
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2011,Percent,<.5%
Michigan,Non-Hispanic White alone,2011,Percent,0.69
Michigan,Non-Hispanic Two or More Race Groups,2011,Percent,0.04
Michigan,Total less than 18,2011,Percent,1
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2015,Number,13208
Michigan,Non-Hispanic Asian alone,2015,Number,70060
Michigan,Non-Hispanic Black alone,2015,Number,355331
Michigan,Hispanic or Latino,2015,Number,178955
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Number,591
Michigan,Non-Hispanic White alone,2015,Number,1489151
Michigan,Non-Hispanic Two or More Race Groups,2015,Number,100008
Michigan,Total less than 18,2015,Number,2207304
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,14599
Michigan,Non-Hispanic Asian alone,2010,Number,62277
Michigan,Non-Hispanic Black alone,2010,Number,384859
Michigan,Hispanic or Latino,2010,Number,172079
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,496
Michigan,Non-Hispanic White alone,2010,Number,1604751
Michigan,Non-Hispanic Two or More Race Groups,2010,Number,94851
Michigan,Total less than 18,2010,Number,2333912
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Percent,<.5%
Michigan,Non-Hispanic White alone,2009,Percent,0.69
Michigan,Non-Hispanic Black alone,2009,Percent,0.17
Michigan,Total less than 18,2009,Percent,1
Michigan,Hispanic or Latino,2009,Percent,0.07
Michigan,Non-Hispanic Asian alone,2009,Percent,0.03
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2009,Percent,0.01
Michigan,Non-Hispanic Two or More Race Groups,2009,Percent,0.04
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0.01
Michigan,Non-Hispanic Asian alone,2010,Percent,0.03
Michigan,Non-Hispanic Black alone,2010,Percent,0.16
Michigan,Hispanic or Latino,2010,Percent,0.07
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,<.5%
Michigan,Non-Hispanic White alone,2010,Percent,0.69
Michigan,Non-Hispanic Two or More Race Groups,2010,Percent,0.04
Michigan,Total less than 18,2010,Percent,1
Michigan,Non-Hispanic Asian alone,2009,Number,61917
Michigan,Hispanic or Latino,2009,Number,169594
Michigan,Non-Hispanic Black alone,2009,Number,394883
Michigan,Non-Hispanic White alone,2009,Number,1639326
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,530
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2013,Number,13611
Michigan,Non-Hispanic Asian alone,2013,Number,66771
Michigan,Non-Hispanic Black alone,2013,Number,363398
Michigan,Hispanic or Latino,2013,Number,177014
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Number,585
Michigan,Non-Hispanic White alone,2013,Number,1527498
Michigan,Non-Hispanic Two or More Race Groups,2013,Number,97424
Michigan,Total less than 18,2013,Number,2246301
Michigan,Non-Hispanic Two or More Race Groups,2009,Number,91676
Michigan,Total less than 18,2009,Number,2372603
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,14677
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2008,Percent,0.01
Michigan,Non-Hispanic Asian alone,2008,Percent,0.03
Michigan,Non-Hispanic Black alone,2008,Percent,0.17
Michigan,Hispanic or Latino,2008,Percent,0.07
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Percent,<.5%
Michigan,Non-Hispanic White alone,2008,Percent,0.69
Michigan,Non-Hispanic Two or More Race Groups,2008,Percent,0.04
Michigan,Total less than 18,2008,Percent,1
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2013,Percent,0.01
Michigan,Non-Hispanic Asian alone,2013,Percent,0.03
Michigan,Non-Hispanic Black alone,2013,Percent,0.16
Michigan,Hispanic or Latino,2013,Percent,0.08
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2013,Percent,<.5%
Michigan,Non-Hispanic White alone,2013,Percent,0.68
Michigan,Non-Hispanic Two or More Race Groups,2013,Percent,0.04
Michigan,Total less than 18,2013,Percent,1
Michigan,Hispanic or Latino,2008,Number,166250
Michigan,Non-Hispanic Black alone,2008,Number,407708
Michigan,Non-Hispanic Asian alone,2008,Number,61694
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2008,Number,14896
Michigan,Non-Hispanic White alone,2008,Number,1679302
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2008,Number,543
Michigan,Non-Hispanic Two or More Race Groups,2008,Number,88486
Michigan,Total less than 18,2008,Number,2418879
Michigan,Non-Hispanic Asian alone,2007,Number,61271
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2007,Number,15237
Michigan,Hispanic or Latino,2007,Number,162187
Michigan,Non-Hispanic Black alone,2007,Number,421858
Michigan,Total less than 18,2007,Number,2470063
Michigan,Non-Hispanic White alone,2007,Number,1723412
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Number,553
Michigan,Non-Hispanic Two or More Race Groups,2007,Number,85545
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0.01
Michigan,Non-Hispanic Asian alone,2007,Percent,0.02
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,<.5%
Michigan,Non-Hispanic Black alone,2007,Percent,0.17
Michigan,Hispanic or Latino,2007,Percent,0.07
Michigan,Total less than 18,2007,Percent,1
Michigan,Non-Hispanic White alone,2007,Percent,0.7
Michigan,Non-Hispanic Two or More Race Groups,2007,Percent,0.03
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2005,Number,15654
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2006,Number,15466
Michigan,Hispanic or Latino,2006,Number,157631
Michigan,Non-Hispanic Black alone,2006,Number,430177
Michigan,Non-Hispanic Asian alone,2006,Number,60424
Michigan,Non-Hispanic White alone,2006,Number,1757083
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Number,579
Michigan,Non-Hispanic Two or More Race Groups,2006,Number,82188
Michigan,Total less than 18,2006,Number,2503548
Michigan,Non-Hispanic Black alone,2005,Number,437171
Michigan,Non-Hispanic Asian alone,2005,Number,59289
Michigan,Hispanic or Latino,2005,Number,152262
Michigan,Total less than 18,2005,Number,2531839
Michigan,Non-Hispanic Two or More Race Groups,2005,Number,78724
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Number,581
Michigan,Non-Hispanic White alone,2005,Number,1788158
Michigan,Non-Hispanic Black alone,2006,Percent,0.17
Michigan,Non-Hispanic Asian alone,2006,Percent,0.02
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,<.5%
Michigan,Hispanic or Latino,2006,Percent,0.06
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0.01
Michigan,Non-Hispanic White alone,2006,Percent,0.7
Michigan,Total less than 18,2006,Percent,1
Michigan,Non-Hispanic Two or More Race Groups,2006,Percent,0.03
Michigan,Hispanic or Latino,2005,Percent,0.06
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2005,Percent,<.5%
Michigan,Non-Hispanic Asian alone,2005,Percent,0.02
Michigan,Non-Hispanic Black alone,2005,Percent,0.17
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2005,Percent,0.01
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2004,Percent,0.01
Michigan,Non-Hispanic Asian alone,2004,Percent,0.02
Michigan,Non-Hispanic White alone,2005,Percent,0.71
Michigan,Non-Hispanic Two or More Race Groups,2005,Percent,0.03
Michigan,Total less than 18,2005,Percent,1
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Number,603
Michigan,Hispanic or Latino,2004,Number,147023
Michigan,Non-Hispanic White alone,2004,Number,1814646
Michigan,Non-Hispanic Two or More Race Groups,2004,Number,75391
Michigan,Total less than 18,2004,Number,2553314
Michigan,Non-Hispanic Black alone,2004,Percent,0.17
Michigan,Hispanic or Latino,2004,Percent,0.06
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2004,Percent,<.5%
Michigan,Total less than 18,2004,Percent,1
Michigan,Non-Hispanic White alone,2004,Percent,0.71
Michigan,Non-Hispanic Two or More Race Groups,2004,Percent,0.03
Michigan,Non-Hispanic Black alone,2003,Number,446127
Michigan,Hispanic or Latino,2003,Number,141738
Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2003,Number,605
Michigan,Non-Hispanic Asian alone,2003,Number,55736
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2003,Number,16140
Michigan,Non-Hispanic Black alone,2004,Number,442354
Michigan,Non-Hispanic Asian alone,2004,Number,57450
Michigan,Non-Hispanic American Indian and Alaskan Native alone,2004,Number,15847
Michigan,Total less than 18,2003,Number,2569080
Michigan,Non-Hispanic White alone,2003,Number,1837031
Michigan,Non-Hispanic Two or More Race Groups,2003,Number,71703
Michigan,Hispanic or Latino,2002,Percent,0.05
